City,District,Ward,Street,address,area_value,price_value_trieu,price_per_m2_final
Hà Nội,Đống Đa,Văn Chương,Ngõ Linh Quang,"Cho thuê mặt bằng diện tích 100m2 tại số nhà 85, ngách 51 Linh Quang, Văn Chương, Đống Đa, Hà Nội",100.0,12.0,120000.0
Đồng Nai,Biên Hòa,Long Bình,2 Khu Công Nghiệp Amata,Cho thuê xưởng khu công nghiệp,700.0,21.0,30000.0
Đà Nẵng,Thanh Khê,Thạc Gián,Nguyễn Tri Phương,Cho thuê mặt bằng kinh doanh gần 400m2 đất ngang 10 MT đường số 66 P. Thảo Điền Quận 2,380.0,38.0,100000.0
Hồ Chí Minh,Bình Tân,Tân Tạo A,Trần Đại Nghĩa,"Cho thuê kho xưởng rẻ. Diện tích 2000m2, xe cont 24/24 Tân Tạo, Bình Tân",2000.0,85.0,42500.0
Bình Dương,Thủ Dầu Một,Định Hòa,Võ Văn Kiệt,Cho thuê kho tại Định Hoà Thủ Dầu Một,300.0,16.0,53333.333333333336
Đồng Nai,Trảng Bom,Xã Hố Nai 3,Hẻm 106 Chợ Chiều,Cho thuê xưởng trong KCN Hố Nai 3 - Trảng Bom Đồng Nai,10000.0,880.0,88000.0
Hồ Chí Minh,Bình Chánh,Lê Minh Xuân,Võ Hữu Lợi,"Cho thuê kho mặt tiền đường Võ Hữu Lợi, xã Lê Minh Xuân, huyện Bình Chánh",420.0,20.0,47619.04761904762
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 12,Phước Thắng,"Chính chủ cho thuê đất 500m2 tại Cửa Lấp, Đường Phước Thắng, Phường 12, Vũng Tàu",500.0,4.5,9000.0
Hồ Chí Minh,Quận 4,Phường 16,Tôn Thất Thuyết,Cho thuê kho xưởng MT Tôn Thất Thuyết; Phường 3; Quận 4,300.0,39.0,130000.0
Bình Dương,Bến Cát,Mỹ Phước,XC 2,"Cho thuê đất 450m2 (15mx30m) và 900m2 (30mx30m) mặt tiền đường XC3, Mỹ Phước 2, Bến Cát, Bình Dương",450.0,8.0,17777.777777777777
Bình Định,Quy Nhơn,Nhơn Bình,Điện Biên Phủ,Cho thuê kho khu Điện Biên Phủ CCN Nhơn Bình Quy Nhơn từ 200m2,200.0,9.0,45000.0
Đà Nẵng,Sơn Trà,Phước Mỹ,Võ Nguyên Giáp,"Cho thuê đất 3 mặt tiền mặt biển Võ Nguyên Giáp, Sơn Trà - Đà Nẵng",1045.0,160.0,153110.04784688994
Bình Dương,Thủ Dầu Một,Phú Cường,Đinh Bộ Lĩnh,Kho cho thuê tại Thủ Dầu Một Bình Dương,1080.0,60.0,55555.55555555556
Bình Dương,Thủ Dầu Một,Định Hòa,Võ Văn Kiệt,Cho thuê kho tại Định Hoà Thủ Dầu Một,500.0,30.0,60000.0
Hà Nội,Đông Anh,Uy Nỗ,Phúc Lộc,"Chính chủ cho thuê đất 96m2 2 mặt tiền tại Phúc Lộc, Uy Nỗ, Đông Anh, Hà Nội",96.0,8.0,83333.33333333333
Đồng Nai,Biên Hòa,Thống Nhất,Nguyễn Văn Hoa,Cho thuê đất làm mặt bằng kinh doanh đường NA11 Vsip 1,150.0,15.0,100000.0
Hà Nam,Phủ Lý,Lương Khánh Thiện,Chợ Phủ Lý; Lê Lợi,"Cho thuê kho xưởng Phủ Lý, Hà Nam",3212.0,279.444,87000.0
Thái Bình,Thái Bình,Quang Trung,Phan Bá Vành,Cho thuê nhà xưởng trong KCN Thái Bình,9800.0,588.0,60000.0
Đồng Nai,Trảng Bom,Bắc Sơn,Vào Trường Minh Đức,"Cho thuê xưởng 3000m2 khu công nghiệp Sông Mây, Bắc Sơn, Trảng Bom, Đồng Nai",3000.0,160.0,53333.333333333336
Hồ Chí Minh,Củ Chi,Phước Vĩnh An,Tỉnh Lộ 8,"Cho thuê mặt bằng ở đường Tỉnh Lộ 8, Phước Vĩnh An, Củ Chi",1400.0,11.999999999999998,8571.42857142857
Hồ Chí Minh,Thủ Đức,Linh Trung,Linh Trung,"Cho thuê kho xưởng Linh Trung, Thủ Đức, Hồ Chí Minh",1200.0,132.0,110000.0
Hồ Chí Minh,Thủ Đức,Tam Phú,Tam Bình,"Cho thuê đất mặt tiền 12m đường Tam Bình, Tam Phú, Thủ Đức. DT: 367m2, 15tr/thg. LH: 0339 964 ***",367.0,14.999999999999998,40871.93460490463
Bà Rịa Vũng Tàu,Bà Rịa,Phước Trung,Trần Xuân Độ,"Cho thuê kho xưởng trong KCN Mỹ Xuân, Bà Rịa Vũng Tàu",1000.0,60.0,60000.0
Hồ Chí Minh,Quận 12,Tân Thới Nhất,Tân Thới Nhất 8,Cho thuê 3000m2 kho Tân Thới Nhất Quận 12,3000.0,400.0,133333.33333333334
Bình Dương,Bến Cát,Phú An,Nguyễn Chí Thanh,"Cho thuê đất sau phim trường Windmill, xã Phú An, Bến Cát, Bình Dương",100.0,6.0,60000.0
Khánh Hòa,Nha Trang,Phước Long,Khúc Thừa Dụ,"Chính chủ cho thuê kho 612m2 đường Khúc Thừa Dụ, P Phước Long, Tp Nha Trang",612.0,55.0,89869.28104575163
Hà Nội,Hoàng Mai,Định Công,Bùi Xương Trạch,Cho thuê nhà xưởng tiền chế 640m2 Phú Xuyên Hà Nội,640.0,22.0,34375.0
Hồ Chí Minh,Thủ Đức,Long Thạnh Mỹ,Nguyễn Xiển,"Cho thuê xưởng 600m2, 25 triệu/th đường Nguyễn Xiển, P. Long Thạnh Mỹ, Thủ Đức",600.0,25.0,41666.66666666666
Hồ Chí Minh,Thủ Đức,Bình Chiểu,Lê Thị Hoa,"Cho thuê kho xưởng 200m2 mặt tiền Lê Thị Hoa, Phường Bình Chiểu, Thủ Đức, giá 20 triệu/tháng",200.0,20.0,100000.0
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,13,"Cho thuê kho xưởng 400m Quốc Lộ 13, Hiệp Bình Phước, Thủ Đức, giá 20 triệu/tháng",400.0,20.0,50000.0
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,13,"Cho thuê kho 300m2 mặt tiền Quốc Lộ 13, Hiệp Bình Phước, Thủ Đức, giá 20 triệu/tháng",300.0,20.0,66666.66666666667
Hồ Chí Minh,Thủ Đức,Trường Thọ,Xa Lộ Hà Nội,"Cho thuê kho xưởng 600m2, mặt tiền Xa Lộ Hà Nội, P Trường Thọ Thủ Đức, giá 60 triệu/tháng",600.0,60.0,100000.0
Hồ Chí Minh,Thủ Đức,Linh Đông,Số 22,Cho thuê đất 120m2 đường 22 Linh Đông,120.0,7.0,58333.333333333336
Hồ Chí Minh,Thủ Đức,Linh Tây,Hẻm 2 Số 9,"Cho thuê đất 160m2, đường 9, Linh Tây",160.0,8.0,50000.0
Đồng Nai,Biên Hòa,Tân Hòa,1A,"Cho thuê mặt tiền Quốc Lộ Biên Hoà - Đồng Nai, xưởng đạt chuẩn giá rẻ",3000.0,180.0,60000.0
Hồ Chí Minh,Hóc Môn,Bà Điểm,Ấp Đông Lân,"Cho thuê kho 500m2 tại Đông Lân, Bà Điểm, Hóc Môn",500.0,20.0,40000.0
Hồ Chí Minh,Quận 1,Cầu Ông Lãnh,Nguyễn Thái Học,Cho thuê kho 650m2 đường Nguyễn Thái Học - kế bên cầu Ông Lãnh,650.0,117.0,180000.0
Hồ Chí Minh,Phú Nhuận,Phường 11,Nguyễn Văn Trỗi,Cho thuê kho 300m2 đường Nguyễn Văn Hưởng,300.0,30.0,100000.0
Hồ Chí Minh,Quận 12,Thới An,1A,Cho thuê kho mặt tiền Quốc lộ 1A - DT: 1.000m2,1000.0,80.0,80000.0
Hồ Chí Minh,Bình Chánh,Vĩnh Lộc B,Võ Văn Vân,"Kho cho thuê 10 x 25m, giá 7 triệu 3 pha hẻm 8 m đường Võ Văn Vân, Vĩnh Lộc B, Bình Chánh",250.0,7.0,28000.0
Hồ Chí Minh,Phú Nhuận,Phường 9,Đào Duy Anh,"Cho thuê kho - 250m2 Đào Duy Anh, P. 9, Q. Phú Nhuận",250.0,35.0,140000.0
Hồ Chí Minh,Quận 4,Phường 13,Nguyễn Tất Thành,Cho thuê kho 2.000m2 mặt tiền Nguyễn Tất Thành Quận 4,2000.0,200.0,100000.0
Đắk Lắk,Krông Păk,Hòa Đông,QL.26,Cho thuê cụm Kho 3700m2 QL26 Hoà Đông - Krông Pắc - Đắk Lắk,3700.0,166.5,45000.0
Hà Nội,Hà Đông,Dương Nội,Ỷ La,"Cho thuê 170m2 diện tích kho xưởng tại đường La Dương - Đường 72, Hà Đông, Hà Nội LH 0964 859 ***",170.0,12.75,75000.0
Hà Nội,Đông Anh,Nguyên Khê,Nguyên Khê,Cho thuê kho xưởng tại KCN Nguyên Khê - Đông Anh - Hà Nội,200.0,12.0,60000.0
Hà Nội,Bắc Từ Liêm,Thụy Phương,Thuỵ Phương,"Cho thuê kho, xưởng sản xuất nhẹ đường Thụy Phương, Bắc Từ Liêm, Hà Nội",500.0,35.0,70000.0
Đồng Nai,Trảng Bom,An Viễn,Vào Khu Công Nghiệp Giang Điền,Cho thuê kho xưởng văn phòng khu công nghiệp Trảng Bom Đồng Nai,8200.0,230.0,28048.78048780488
Bình Dương,Bàu Bàng,Lai Hưng,13,Cho thuê xưởng giảm còn 65tr nằm ngay mặt tiền Quốc Lộ 13 - Huyện Bàu Bàng - Bình Dương,1200.0,65.0,54166.66666666666
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,Số 8,"Cho thuê kho 200m2 đường số 8, gần khu Hồng Long Hiệp Bình Phước Thủ Đức giá 15tr",200.0,15.0,75000.0
Hồ Chí Minh,Quận 1,Cầu Ông Lãnh,Nguyễn Thái Học,Cho thuê kho 650m2 đường Nguyễn Thái Học - kế bên cầu Ông Lãnh,650.0,117.0,180000.0
Hồ Chí Minh,Nhà Bè,Hiệp Phước,Phan Văn Bảy,"Cho thuê 5000m2 đất trống mặt tiền Phan Văn Bảy, Hiệp Phước, Nhà Bè",5000.0,80.0,16000.0
Hồ Chí Minh,Quận 7,Phú Thuận,Huỳnh Tấn Phát,Cho thuê bãi đất trống 1.000m2 Q.7 Huỳnh Tấn Phát,1000.0,40.0,40000.0
Hồ Chí Minh,Thủ Đức,Long Bình,Nguyễn Xiển,"Cho thuê kho xưởng 1500m2, 81 triệu/th, trạm điện 760kva, đg Nguyễn Xiển, phường Long Bình, Thủ Đức",1500.0,81.0,54000.0
Khánh Hòa,Nha Trang,Vĩnh Lương,Hẻm 307 1A,"Cần cho thuê nhà xưởng có sẵn mô hình, mặt tiền Quốc Lộ 1A, Vĩnh Lương, Nha Trang. DT 1200m2",1200.0,98.0,81666.66666666667
Hồ Chí Minh,Nhà Bè,Phước Kiển,Trần Thị Liền,"Cho thuê kho mặt tiền đường Trần Thị Liền khu B Làng Đại Học Phước Kiển Nhà Bè, giá 15tr/tháng",200.0,15.0,75000.0
Hồ Chí Minh,Hóc Môn,Bà Điểm,Ấp Đông Lân,"Cho thuê kho 500m2 tại Đông Lân, Bà Điểm, Hóc Môn - điện 3 pha, an ninh, giá ưu đãi",500.0,20.0,40000.0
Hồ Chí Minh,Quận 10,Phường 15,Tô Hiến Thành,"Kho Ngoại Quan & Đại lý khai báo hải quan tại Biên Hòa, Đồng Nai",3000.0,270.0,90000.0
Tiền Giang,Cái Bè,An Hữu,1A,Cho thuê kho 3.500m2 Quốc Lộ 1A - Cái Bè - Tiền Giang. 0838 145 ***,3500.0,150.0,42857.142857142855
Tiền Giang,Cai Lậy,Bình Phú,QL.1A,Cho thuê kho thời vụ 5 tháng mặt tiền QL1A - Cai Lậy - Tiền Giang. 0838 145 ***,1400.0,50.00000000000001,35714.28571428572
Hải Phòng,Hải An,Phường Đông Hải 2,Đình Vũ,Cho thuê kho ngoại quan gần cảng Đình Vũ - Hải Phòng. Từ 500 - 8000m2,8000.0,600.0,75000.0
Bà Rịa Vũng Tàu,Bà Rịa,Long Hương,Nguyễn Hữu Cảnh,"Cho thuê kho, nhà xưởng tại Bà Rịa Vũng Tàu. LH: 0337 357 ***",600.0,40.0,66666.66666666667
Hồ Chí Minh,Gò Vấp,Phường 15,Tô Ngọc Vân,"Cho thuê đất 3000m2, lô góc 3 mặt tiền đường xe tải Tô Ngọc Vân, Phường 15, Gò Vấp",3000.0,40.0,13333.333333333334
Hồ Chí Minh,Quận 12,An Phú Đông,Nguyễn Thị Nhuần,"Cho thuê 2700m2 đất lô góc 2 mặt đường xe tải Nguyễn Thị Nhuần, An Phú Đông, Quận 12 giáp Gò Vấp",2700.0,50.0,18518.51851851852
Hồ Chí Minh,Quận 12,An Phú Đông,Nguyễn Thị Nhuần,"Cho thuê 2700m2 đất lô góc 2 mặt đường xe tải Nguyễn Thị Nhuần, An Phú Đông, Quận 12 giáp Gò Vấp",2700.0,50.0,18518.51851851852
Hồ Chí Minh,Gò Vấp,Phường 15,Tô Ngọc Vân,"Cho thuê đất 3000m2, lô góc 3 mặt tiền đường xe tải Tô Ngọc Vân, Phường 15, Gò Vấp. LH: 0968 211 ***",3000.0,40.0,13333.333333333334
Hồ Chí Minh,Quận 12,An Phú Đông,Võ Thị Liễu,Cho thuê kho xưởng diện tích 1000m2 giá 40tr/tháng đường Võ Thị Liễu P. An Phú Đông Quận 12,1000.0,40.0,40000.0
Hồ Chí Minh,Thủ Đức,Linh Xuân,11,"Cho thuê mặt bằng kinh doanh, hoặc làm kho, đường 11 Linh Xuân, Thủ Đức",120.0,10.0,83333.33333333333
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,13,"Cho thuê nhà xưởng, đường Quốc Lộ 13, phường Hiệp Bình Phước Thủ Đức. Lh: 0977 220 ***",900.0,60.00000000000001,66666.66666666667
Hải Phòng,Kiến An,Lãm Hà,Đoàn Kết,"Cho thuê đất làm kho xưởng, mặt bằng kinh doanh, văn phòng",800.0,9.0,11250.0
Hải Phòng,Kiến An,Lãm Hà,Đoàn Kết,"Cho thuê đất làm kho xưởng, mặt bằng kinh doanh, văn phòng",800.0,9.0,11250.0
Khánh Hòa,Nha Trang,Phước Long,Khúc Thừa Dụ,"Cho thuê kho mặt tiền Khúc Thừa Dụ, phường Phước Long, TP Nha Trang. Diện tích 612 m2 (ngang 20,7m)",612.0,68.0,111111.11111111112
Hồ Chí Minh,Nhà Bè,Phước Kiển,Trần Thị Liền,"Kho mặt tiền đường Trần Thị Liền - Phước Kiển, Nhà Bè, Làng Đại Học B",200.0,16.0,80000.0
Bình Định,Quy Nhơn,Ghềnh Ráng,Nguyễn Văn,"Cho thuê kho gần 300m2 đường Nguyễn Văn Quỳ, Q7",280.0,23.0,82142.85714285714
Hồ Chí Minh,Quận 7,Phú Thuận,Gò Môi,"Cho thuê kho hơn 200m2 đường Gò Ô Môi, Phú Thuận, Quận 7",200.0,20.0,100000.0
Khánh Hòa,Nha Trang,Phước Long,Vương Thừa Vũ,"Cho thuê kho đường Dương Thừa Vũ (đường Số 29), KĐT Phước Long A, Nha Trang. Kho 600 m2 có máy lạnh",600.0,35.0,58333.333333333336
Hồ Chí Minh,Nhà Bè,Phước Kiển,Trần Thị Liền,"Kho mặt tiền đường Trần Thị Liền - Phước Kiển, Nhà Bè, Làng đại học B",200.0,16.0,80000.0
Hồ Chí Minh,Quận 12,Hiệp Thành,Lê Văn Khương,"Cho thuê kho xưởng 1268m2 giá 42tr/tháng tại đường Lê Văn Khương, Phường Hiệp Thành, Quận 12",1268.0,42.0,33123.028391167194
Hồ Chí Minh,Bình Tân,Bình Hưng Hòa B,1A,"Kho cho thuê 700m2. Xây full giá thuê: 28 tr. Quốc Lộ 1a công 20 feet Bình Hưng Hòa B, Bình Tân",700.0,28.0,40000.0
Hải Phòng,Hải An,Thành Tô,Đồng Xá,"Cho thuê xưởng sản xuất 4000m2 + sân rộng mặt đường gần cảng tại Hải An, Hải Phòng",4000.0,200.0,50000.0
Hồ Chí Minh,Nhà Bè,Phước Kiển,A2,"Cho thuê kho 400m2 đường Đào Sư Tích, xã Phước Kiển, H. Nhà Bè",400.0,28.0,70000.0
Đồng Nai,Long Khánh,Xuân An,Nguyễn Thị Minh Khai,"Cho thuê kho xưởng khu vực TP long Khánh, Đồng Nai",1000.0,20.0,20000.0
Đà Nẵng,Cẩm Lệ,Hòa Xuân,Võ Chí Công,Cho thuê đất 3 mặt tiền đường Võ Chí Công - Hòa Xuân,1200.0,120.0,100000.0
Long An,Tân An,Phường 4,Nguyễn Thị Nhỏ,Cho thuê đất đường Ngô Thì Sĩ - phố Tây An Thượng,102.0,15.000000000000002,147058.82352941178
Đà Nẵng,Hải Châu,Phường Hải Châu 2,Ngô Gia Tự,Cho thuê đất 2 mặt tiền - quận Hải Châu,300.0,30.0,100000.0
Hồ Chí Minh,Thủ Đức,Linh Chiểu,Hoàng Diệu 2,Chuyên cho thuê kho xưởng TP Thủ Đức,500.0,30.0,60000.0
Hồ Chí Minh,Quận 8,Phường 2,Âu Dương Lân,Chuyên cho thuê kho xưởng Quận 2,2000.0,200.0,100000.0
Hồ Chí Minh,Thủ Đức,Phước Long A,Xa Lộ Hà Nội,Xưởng 400 - 500 - 750m2 Xa Lộ Hà Nội (Ngã 4 Thủ Đức),500.0,60.0,120000.0
Hồ Chí Minh,Quận 7,Tân Thuận Đông,2,"Kho 1000m2 Tân Thuận Đông, Quận 7",1000.0,70.0,70000.0
Đồng Nai,Biên Hòa,Tân Hòa,QL.1A,"Cụm xưởng 8,5hecta - QL1A - Biên Hòa - Đồng Nai",85000.0,8500.0,100000.0
Đồng Nai,Biên Hòa,Long Bình Tân,Bùi Văn Hòa,Cần cho thuê kho xưởng 10.000M2 KCN Bình Dương,19.0,8.46,445263.15789473685
Hồ Chí Minh,Quận 10,Phường 7,Nguyễn Kim,Cho thuê 6ha mặt tiền Liên Phường - Quận 9,60000.0,1200.0,20000.0
Đồng Nai,Nhơn Trạch,Phước Thiền,Ấp Chợ,"Cần cho thuê kho xưởng kcn Nhơn Trạch, Đồng Nai. - Tdt 10.000m2 - DTX 4700m2",4700.0,394.8,84000.0
Đồng Nai,Nhơn Trạch,Phước Thiền,Ấp Chợ,"Cần cho thuê kho xưởng KCN Nhơn Trạch, Đồng Nai. TDT 10.000m2, DTX 4700m2",4700.0,394.8,84000.0
Đồng Nai,Trảng Bom,Đông Hòa,Chợ 1,Cần cho thuê xưởng Trảng Bom Đồng Nai. TDT 14.000M 1.4 héc DTX 5000m2,14000.0,250.00000000000003,17857.14285714286
Hồ Chí Minh,Thủ Đức,Phú Hữu,Hẻm 835/50/7 Nguyễn Duy Trinh,"Cho thuê kho 450m2 ngay vòng xoay Phú Hữu đường Nguyễn Duy Trinh, Q9, TP. Thủ Đức",450.0,30.000000000000004,66666.66666666667
Hồ Chí Minh,Thủ Đức,Linh Xuân,Lê Văn Tách,"Cho thuê kho 400 - 1000m2 - P. Linh Xuân, Thủ Đức",1000.0,62.0,62000.0
Hồ Chí Minh,Thủ Đức,Bình Chiểu,Cầu Vượt Sóng Thần 1,Cho thuê xưởng Giáp KCN Sóng Thần 1. Giáp Bình Chiểu - TP Thủ Đức. 10.363m2,10363.0,829.04,80000.0
Hồ Chí Minh,Thủ Đức,Phú Hữu,Nguyễn Duy Trinh,"Cho thuê kho MT Nguyễn Duy Trinh, phường Phú Hữu, Quận 9 Thủ Đức - DT: 1000m2 (bao gồm vp)",1000.0,100.0,100000.0
Long An,Đức Hòa,Đức Hòa Hạ,Số 1,"Cho thuê nhà xưởng 5,000 m tại khu công nghiệp hải sơn, xã Đức Hòa Hạ Huyện Đức Hòa Tỉnh Long An",5000.0,300.0,60000.0
Long An,Đức Hòa,Đức Hòa Hạ,Đức Hòa Hạ,"Cho thuê kho xưởng 5,000 m2 tại khu công nghiệp Tân Đức, Xã Đức Hòa Hạ huyện Đức Hòa tỉnh Long An",5000.0,230.0,46000.0
Hồ Chí Minh,Bình Chánh,Phong Phú,Trịnh Quang Nghị,"Cho thuê kho xưởng, xưởng mặt tiền, đường Trịnh Quang Nghị, Phong Phú, Bình Chánh",1400.0,45.0,32142.85714285714
Hồ Chí Minh,Bình Chánh,Đa Phước,Liên Ấp 1-2,"Cho thuê kho 550m2 (15 x37m) mặt tiền đường Liên Ấp 1-2, xã Đa Phước Bình Chánh. Giá 25 triệu/tháng",550.0,25.0,45454.545454545456
Hồ Chí Minh,Thủ Đức,Trường Thọ,Số 1,"Cho thuê kho mới đường Số 1 phường Trường Thọ, Thủ Đức Lh: 0977 220 ***",72.0,7.0,97222.22222222222
Đà Nẵng,Sơn Trà,Mân Thái,Hoàng Sa,"Cho thuê đất mặt biển Hoàng Sa, Sơn Trà",600.0,50.0,83333.33333333333
Bình Dương,Thuận An,Lái Thiêu,Cách Mạng Tháng 8,Cần cho thuê nhà xưởng 6000m2 Thuận An Bình Dương,6000.0,350.0,58333.333333333336
Hồ Chí Minh,Thủ Đức,Bình Chiểu,Nhánh Phụ Ba Bò,"Cho thuê kho xưởng trong khu công nghiệp Bình Chiểu, thành phố Thủ Đức LH: 0977 220 ***",2300.0,303.6,132000.0
Hồ Chí Minh,Thủ Đức,Linh Trung,QL.1A,"Cho thuê kho QL1A, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh Kho trong khu depot Greenlog",1000.0,96.0,96000.0
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,13,Cho Thuê mặt tiền Kinh Doanh MT Ql13 phường Hiệp Bình Phước Thủ Đức LH: 0977 220 ***,280.0,22.0,78571.42857142857
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,13,"Cho Thuê Kho Xưởng Quốc Lộ 13 Phường Hiệp Bình Phước Thủ Đức, cách quốc Lộ 13 100m Lh: 0977 220 ***",350.0,35.0,100000.0
Hồ Chí Minh,Nhà Bè,Hiệp Phước,Phan Văn Bảy,"Cho thuê 5000m2 đất trống mặt tiền Phan Văn Bảy, Hiệp Phước, Nhà Bè",5000.0,80.0,16000.0
Hồ Chí Minh,Quận 1,Cầu Ông Lãnh,Nguyễn Thái Học,Cho thuê kho 650m2 đường Nguyễn Thái Học - kế bên cầu Ông Lãnh,650.0,117.0,180000.0
Hải Phòng,Lê Chân,Vĩnh Niệm,Thiên Lôi,Cho thuê đất khu dân cư cao cấp Tân Phong (5 x18m),90.0,8.0,88888.88888888889
Đà Nẵng,Ngũ Hành Sơn,Khuê Mỹ,Doãn Uẩn,"Cho thuê kho xưởng 100m2, đường Đoàn Khuê (11m5), Q. Ngũ Hành Sơn Đà Nẵng",100.0,5.0,50000.0
Hồ Chí Minh,Thủ Đức,Long Bình,Cầu Vượt 2,"Cho thuê kho mặt bằng 1.800m2, phường Long Bình, TP Thủ Đức",1800.0,40.0,22222.222222222223
Hồ Chí Minh,Bình Tân,Bình Trị Đông,Tân Hòa Đông,"Cho thuê nhà xưởng 1500m2 căn góc 2 mặt tiền đường Tân Hòa Đông, P. Bình Trị Đông, Q Bình Tân",1500.0,100.0,66666.66666666667
Hồ Chí Minh,Quận 4,Phường 13,Nguyễn Tất Thành,Cho thuê kho 2000m2 MT Nguyễn Tất Thành Phường 18 Quận 4,2000.0,210.0,105000.0
Hà Nội,Hoài Đức,La Phù,La Phù,"Cho thuê kho xưởng tại La Phù, Hoài Đức, Hà Nội giá tốt, LH 0379 973 ***",1000.0,65.0,65000.0
Hồ Chí Minh,Bình Chánh,Vĩnh Lộc B,Võ Văn Vân,"Cho thuê kho 8x17m giá 6 triệu hẻm xe tải 3 pha Đường Võ Văn Vân, Vĩnh Lộc B, Bình Chánh",136.0,6.0,44117.64705882353
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,13,"Kho mới 320m2 Quốc Lộ 13 Thủ Đức, Điện 3 pha, nền bê tông dày, cao ráo giá cực tốt",320.0,25.0,78125.0
Hồ Chí Minh,Thủ Đức,Hiệp Bình Chánh,Hiệp Bình,"Kho 360m2 ngay đường Hiệp Bình, phường Hiệp Bình Chánh, Thủ Đức, giá cực tốt",360.0,18.0,50000.0
Đà Nẵng,Cẩm Lệ,Hòa Xuân,Nguyễn Đình Thi,"Cho thuê dài hạn lô góc 600m2 Nguyễn Đình Thi, Hòa Xuân Cẩm Lệ",600.0,15.0,25000.0
Hồ Chí Minh,Bình Chánh,Vĩnh Lộc B,Võ Văn Vân,"Cho thuê kho 4x25m giá 5 triệu hẻm xe tải 3 pha đường Võ Văn Vân, Vĩnh Lộc B, Bình Chánh",100.0,5.0,50000.0
Lâm Đồng,Đà Lạt,Phường 7,Xô Viết Nghệ Tĩnh,"Cho thuê đất nông nghiệp Xô Viết Nghệ Tĩnh, Phường 7, Đà Lạt hợp kinh doanh cafe chỉ 10 tr/tháng",3515.0,10.0,2844.950213371266
Đà Nẵng,Cẩm Lệ,Hòa Xuân,Cồn Dầu 1,"Cho thuê kho xưởng 100m2, đường Cồn Dầu 16 (7m5), P. Hòa Xuân, Q. Cẩm Lệ, Đà Nẵng",100.0,4.0,40000.0
Hồ Chí Minh,Hóc Môn,Trung Chánh,Hẻm 94 Quang Trung,Cho thuê nhà xưởng 3400m2 Hóc Môn,3400.0,120.0,35294.117647058825
Hồ Chí Minh,Bình Thạnh,Phường 13,Hẻm 8 Đặng Thùy Trâm,"Nhà kho 210 m2, 10x21m mặt tiền đường 12m Đặng Thùy Trâm - Bình Thạnh",210.0,20.0,95238.09523809524
Kiên Giang,Rạch Giá,Vĩnh Thanh Vân,Đinh Liệt,Cho thuê kho kiên cố gần khu bến xe thành phố đường Đinh Liệt,250.0,20.0,80000.0
Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Nguyễn Ảnh Thủ,"Cho thuê nhà xưởng nguyên căn đường Trung Mỹ Tây 17 gần Song Hành, P. Trung Mỹ Tây, Quận 12",150.0,12.0,80000.0
Hà Nội,Thanh Trì,Tân Triều,Ngõ 68 Triều Khúc,"Cho thuê kho gần cầu Thanh Trì, Hà Nội - giá rẻ, tiện nghi",1000.0,60.0,60000.0
Thái Nguyên,Sông Công,Thắng Lợi,Nguyễn Khuyến,"Cho thuê kho xưởng KCN Sông Công, Thái Nguyên 0985 119 ***",10000.0,750.0,75000.0
Đồng Nai,Vĩnh Cửu,Thiện Tân,Thiện Tân,"Cho thuê xưởng thuộc xã Thiện Tân, Vĩnh Cửu, Đồng Nai",408.0,12.0,29411.76470588236
